item_id,item_name,category,veg_flag,price,combo_group,substitute_group
2548,Fish Manchurian,Chinese,Non-Veg,150.0,chinese,chinese
2549,Chilli Fish,Chinese,Non-Veg,150.0,chinese,chinese
2550,Steamed Fish,Chinese,Non-Veg,150.0,chinese,chinese
2551,Hong Kong Fish,Chinese,Non-Veg,150.0,chinese,chinese
2552,Thai Red Curry Fish,Curry,Non-Veg,150.0,curry,curry
2553,Thai Red Curry Prawn,Curry,Non-Veg,150.0,curry,curry
2554,Chilli Prawns,Chinese,Non-Veg,150.0,chinese,chinese
2555,Chilli Lamb Gravy,Curry,Non-Veg,150.0,curry,curry
2556,Lamb Spring Onion,Chinese,Non-Veg,150.0,chinese,chinese
2557,Crispy Lamb Green Pepper,Chinese,Non-Veg,150.0,chinese,chinese
2558,Crispy Lamb Oyester Sauce,Chinese,Non-Veg,150.0,chinese,chinese
2559,Schezwan Chicken,Chinese,Non-Veg,150.0,chinese,chinese
2560,Black Pepper Chicken,Chinese,Non-Veg,150.0,chinese,chinese
