item_id,item_name,category,veg_flag,price,combo_group,substitute_group
1,Paneer Paratha Roll,Curry,Veg,150.0,curry,curry
2,Falafel Roll,Sides,Veg,150.0,sides,sides
3,Hummus Falafel,Sides,Veg,150.0,sides,sides
4,Veg Shawarma Roll,Sides,Veg,150.0,sides,sides
5,Chicken Tikka Rumali Roll,Starter,Non-Veg,150.0,starter,starter
6,Hummus Chicken Shawarma,Sides,Non-Veg,150.0,sides,sides
7,Mexican Chicken Shawarma Roll,Sides,Non-Veg,150.0,sides,sides
8,Mutton Laham Tawas Roll,Sides,Non-Veg,150.0,sides,sides
9,Chicken Shawarma Roll,Sides,Non-Veg,150.0,sides,sides
10,Chicken Shawarma Plate,Sides,Non-Veg,150.0,sides,sides
11,Special Shawarma Plate,Sides,Non-Veg,150.0,sides,sides
12,Chicken Kizhi Paratha,Sides,Non-Veg,150.0,sides,sides
13,Mutton Kizhi Paratha,Sides,Non-Veg,150.0,sides,sides
14,Paneer Tikka (8pcs),Curry,Veg,150.0,curry,curry
15,Aloo Gobi Tandoori,Sides,Veg,150.0,sides,sides
16,Mushroom Tikka,Starter,Veg,150.0,starter,starter
17,Chicken Kalimirchi Kebab,Starter,Non-Veg,150.0,starter,starter
18,Chicken Tikka (8pcs),Starter,Non-Veg,150.0,starter,starter
19,Chicken Seekh Kebab (8pcs),Starter,Non-Veg,150.0,starter,starter
20,Paneer Hariyali Tikka (8pcs),Curry,Veg,150.0,curry,curry
21,Fish Tikka (8pcs),Starter,Non-Veg,150.0,starter,starter
22,Chicken Reshmi Kebab (8pcs),Starter,Non-Veg,150.0,starter,starter
23,Chicken Pudina Tikka (8pcs),Starter,Non-Veg,150.0,starter,starter
24,Chicken Malai Kebab (8 pcs),Starter,Non-Veg,150.0,starter,starter
25,Tandoori Chicken (Half)-4 pcs,Sides,Non-Veg,150.0,sides,sides
26,Tandoori Chicken (Full)-8 pcs,Sides,Non-Veg,150.0,sides,sides
27,Zaitoon Special Seekh Kebab,Starter,Non-Veg,150.0,starter,starter
28,Aloo Gobi,Sides,Veg,150.0,sides,sides
29,Aloo Jeera,Sides,Veg,150.0,sides,sides
30,Tomato Green Peas Masala,Curry,Veg,150.0,curry,curry
31,Veg Kadai,Sides,Veg,150.0,sides,sides
32,Chana Masala,Curry,Veg,150.0,curry,curry
33,Mushroom Masala,Curry,Veg,150.0,curry,curry
34,Paneer Butter Masala,Curry,Veg,150.0,curry,curry
35,Paneer Kadai Masala,Curry,Veg,150.0,curry,curry
36,Palak Paneer,Curry,Veg,150.0,curry,curry
37,Paneer Tikka Masala,Curry,Veg,150.0,curry,curry
38,Dal Fry,Curry,Veg,150.0,curry,curry
39,Dal Tadka,Curry,Veg,150.0,curry,curry
40,Chicken Kadai,Sides,Non-Veg,150.0,sides,sides
41,Butter Chicken Masala,Curry,Non-Veg,150.0,curry,curry
42,Chicken Xacuti,Sides,Non-Veg,150.0,sides,sides
43,Chicken Tikka Masala,Curry,Non-Veg,150.0,curry,curry
44,Chicken Guldasta,Sides,Non-Veg,150.0,sides,sides
45,Mutton Rogan Josh,Sides,Non-Veg,150.0,sides,sides
46,Mutton Kadai,Sides,Non-Veg,150.0,sides,sides
47,Mutton Pepper Masala,Curry,Non-Veg,150.0,curry,curry
48,Mutton Keema Hyderabadi,Sides,Non-Veg,150.0,sides,sides
49,Mutton Bhuna,Sides,Non-Veg,150.0,sides,sides
50,Egg Biryani,Biryani,Egg,150.0,biryani,biryani
51,Chicken Dum Biryani,Biryani,Non-Veg,150.0,biryani,biryani
52,Mutton Dum Biryani,Biryani,Non-Veg,150.0,biryani,biryani
53,Fish Biryani,Biryani,Non-Veg,150.0,biryani,biryani
54,Prawns Biryani,Biryani,Non-Veg,150.0,biryani,biryani
55,Bucket Biryani-Chicken (Large),Biryani,Non-Veg,150.0,biryani,biryani
56,Veg Pulao,Rice,Veg,150.0,rice,rice
57,Curd Rice,Biryani,Veg,150.0,biryani,biryani
58,Jeera Rice,Biryani,Veg,150.0,biryani,biryani
59,Cheesy Kunafa,Sides,Veg,150.0,sides,sides
60,Cream of Chicken Soup,Sides,Non-Veg,150.0,sides,sides
61,Chicken Hot & Sour Soup,Sides,Non-Veg,150.0,sides,sides
62,Crab Soup,Sides,Non-Veg,150.0,sides,sides
63,Zaitoon Special Non Veg Soup,Sides,Non-Veg,150.0,sides,sides
64,Tandoori Non Veg Platter (Full),Sides,Non-Veg,150.0,sides,sides
65,Chicken Tikka Platter,Starter,Non-Veg,150.0,starter,starter
66,Dragon Chicken (Dry),Sides,Non-Veg,150.0,sides,sides
67,Chicken Lollipop (8 Pcs),Sides,Non-Veg,150.0,sides,sides
68,Zaitoon Chicken Dry fry,Starter,Non-Veg,150.0,starter,starter
69,Veg Fried Rice,Rice,Veg,150.0,rice,rice
70,Veg Noodles,Chinese,Non-Veg,150.0,chinese,chinese
71,Veg Cheese Ball (8 Pcs),Sides,Veg,150.0,sides,sides
72,Chicken Effa Dajaj (),Sides,Non-Veg,150.0,sides,sides
73,Chicken Dejaj Honey Kebab,Starter,Non-Veg,150.0,starter,starter
74,Chicken Arabian Lollipop (8 PCS),Sides,Non-Veg,150.0,sides,sides
75,Chicken Moroccan Dejaj Meshwy,Sides,Non-Veg,150.0,sides,sides
76,Chicken Dejaj Irani Kebab (4 pcs),Starter,Non-Veg,150.0,starter,starter
77,Chicken Queso Stuffing Dejaj (7 pcs),Sides,Non-Veg,150.0,sides,sides
78,Chicken BBQ Biryani (Full),Biryani,Non-Veg,150.0,biryani,biryani
79,Mutton Raan Biryani,Biryani,Non-Veg,150.0,biryani,biryani
80,BBQ Chicken 4 in 1 Combo,Sides,Non-Veg,150.0,sides,sides
81,Chicken Kozi Dajaj,Sides,Non-Veg,150.0,sides,sides
82,Mutton Kozi Laham,Sides,Non-Veg,150.0,sides,sides
83,Sweet Lime Soda,Sides,Veg,150.0,sides,sides
84,Orange Juice,Beverage,Veg,150.0,beverage,beverage
85,French Fries,Sides,Veg,150.0,sides,sides
86,Egg Paratha Roll,Sides,Egg,150.0,sides,sides
87,Chicken Tikka Paratha Roll,Starter,Non-Veg,150.0,starter,starter
88,Chicken Dejaj Kebab Roll,Starter,Non-Veg,150.0,starter,starter
89,Mexican Chicken Shawarma Paratha Roll,Sides,Non-Veg,150.0,sides,sides
90,Chicken Shawarma Paratha Roll,Sides,Non-Veg,150.0,sides,sides
91,Hummus Mexican Chicken Shawarma,Sides,Non-Veg,150.0,sides,sides
92,Special Chicken Shawarma Roll,Sides,Non-Veg,150.0,sides,sides
93,Chicken Dejaj Tawas Roll,Sides,Non-Veg,150.0,sides,sides
94,Special Mexican Chicken Shawarma Roll,Sides,Non-Veg,150.0,sides,sides
95,Mexican Chicken Shawarma Plate,Sides,Non-Veg,150.0,sides,sides
96,Special Mexican Shawarma Plate,Sides,Non-Veg,150.0,sides,sides
97,Omelette,Sides,Non-Veg,150.0,sides,sides
98,Egg Bhurji,Sides,Egg,150.0,sides,sides
99,Egg Roast,Sides,Egg,150.0,sides,sides
100,Egg Masala,Curry,Egg,150.0,curry,curry
101,Boiled Egg (2pcs),Sides,Egg,150.0,sides,sides
102,Zaitoon Special Tandoori Chicken (Half),Sides,Non-Veg,150.0,sides,sides
103,Zaitoon Special Tandoori Chicken (Full),Sides,Non-Veg,150.0,sides,sides
104,Tandoori Rogan Murgh (8pcs),Sides,Non-Veg,150.0,sides,sides
105,Mutton Seekh Kebab (8pcs),Starter,Non-Veg,150.0,starter,starter
106,Seafood Seekh Kebab,Starter,Non-Veg,150.0,starter,starter
107,Prawns Roast,Sides,Non-Veg,150.0,sides,sides
108,Squid Roast,Sides,Non-Veg,150.0,sides,sides
109,Squid Pepper Fry,Starter,Non-Veg,150.0,starter,starter
110,Crab Masala,Curry,Non-Veg,150.0,curry,curry
111,Crab Pepper Fry,Starter,Non-Veg,150.0,starter,starter
112,Fish Curry,Curry,Non-Veg,150.0,curry,curry
113,Fish Masala,Curry,Non-Veg,150.0,curry,curry
114,Fish Lahori,Sides,Non-Veg,150.0,sides,sides
115,Fish Tawa Masala,Curry,Non-Veg,150.0,curry,curry
116,Fish Xacuti,Sides,Non-Veg,150.0,sides,sides
117,Prawns Curry,Curry,Non-Veg,150.0,curry,curry
118,Prawn Pepper Masala,Curry,Non-Veg,150.0,curry,curry
119,Pudina Roti,Bread,Veg,150.0,bread,bread
120,Rumali Roti,Bread,Veg,150.0,bread,bread
121,Kuboos (Lebanese Bread),Sides,Veg,150.0,sides,sides
122,Chapati,Sides,Veg,150.0,sides,sides
123,Tandoori Roti,Bread,Veg,150.0,bread,bread
124,Butter Roti,Bread,Veg,150.0,bread,bread
125,Naan,Bread,Veg,150.0,bread,bread
126,Pudina Naan,Bread,Veg,150.0,bread,bread
127,Garlic Naan,Bread,Veg,150.0,bread,bread
128,Kulcha,Sides,Veg,150.0,sides,sides
129,Aloo Kulcha,Sides,Veg,150.0,sides,sides
130,Paneer Kulcha,Curry,Veg,150.0,curry,curry
131,Masala Kulcha,Curry,Veg,150.0,curry,curry
132,Onion Kulcha,Sides,Veg,150.0,sides,sides
133,Kerala Paratha,Sides,Veg,150.0,sides,sides
134,Laccha Paratha,Sides,Veg,150.0,sides,sides
135,Tawa Wheat Paratha,Sides,Veg,150.0,sides,sides
136,Mutton Keema Paratha,Sides,Non-Veg,150.0,sides,sides
137,Aloo Paratha,Sides,Veg,150.0,sides,sides
138,Cheese Naan,Bread,Veg,150.0,bread,bread
139,Gobi Paratha,Sides,Veg,150.0,sides,sides
140,Butter Naan,Bread,Veg,150.0,bread,bread
141,Assorted Roti Basket,Bread,Veg,150.0,bread,bread
142,Gobi 65,Sides,Veg,150.0,sides,sides
143,Paneer 65,Curry,Veg,150.0,curry,curry
144,Prawns 65,Sides,Non-Veg,150.0,sides,sides
145,Chicken 65 (With Bone) (8 pcs),Starter,Non-Veg,150.0,starter,starter
146,Chicken 65 (Boneless) (8 pcs),Starter,Non-Veg,150.0,starter,starter
147,Mixed Veg Curry,Curry,Veg,150.0,curry,curry
148,Aloo Palak,Sides,Veg,150.0,sides,sides
149,Veg Lahori,Sides,Veg,150.0,sides,sides
150,Dal Palak,Curry,Veg,150.0,curry,curry
151,Aloo Mutter,Sides,Veg,150.0,sides,sides
152,Mushroom Lucknowi,Sides,Veg,150.0,sides,sides
153,Chicken Masala,Curry,Non-Veg,150.0,curry,curry
154,Chicken Methi,Sides,Non-Veg,150.0,sides,sides
155,Chicken Rogan Josh,Sides,Non-Veg,150.0,sides,sides
156,Chicken Pepper Masala,Curry,Non-Veg,150.0,curry,curry
157,Chicken Aftabi,Sides,Non-Veg,150.0,sides,sides
158,Chicken Mughlai,Sides,Non-Veg,150.0,sides,sides
159,Chicken Lahori,Sides,Non-Veg,150.0,sides,sides
160,Mutton Masala,Curry,Non-Veg,150.0,curry,curry
161,Mutton Rara,Sides,Non-Veg,150.0,sides,sides
162,Dal Gosht,Curry,Non-Veg,150.0,curry,curry
163,Kushka,Sides,Non-Veg,150.0,sides,sides
164,Veg Biryani,Biryani,Veg,150.0,biryani,biryani
165,Bucket Biryani-Chicken (Medium),Biryani,Non-Veg,150.0,biryani,biryani
166,Bucket Biryani-Mutton (Medium),Biryani,Non-Veg,150.0,biryani,biryani
167,Bucket Biryani-Mutton (Large),Biryani,Non-Veg,150.0,biryani,biryani
168,Ghee Rice,Biryani,Veg,150.0,biryani,biryani
169,Steamed Rice (Basmati),Biryani,Veg,150.0,biryani,biryani
170,Masala Papad,Curry,Veg,150.0,curry,curry
171,Plain Papad,Sides,Veg,150.0,sides,sides
172,Mixed  Raita,Sides,Veg,150.0,sides,sides
173,Turkish Baklava,Dessert,Veg,150.0,dessert,dessert
174,Vanilla Ice cream,Dessert,Veg,150.0,dessert,dessert
175,Strawberry Ice cream,Dessert,Veg,150.0,dessert,dessert
176,Butterscotch Ice cream,Dessert,Veg,150.0,dessert,dessert
177,Tutti Fruity Ice cream,Dessert,Veg,150.0,dessert,dessert
178,Pista Ice cream,Dessert,Veg,150.0,dessert,dessert
179,Chocolate Ice cream,Dessert,Veg,150.0,dessert,dessert
180,Mango Ice cream,Dessert,Veg,150.0,dessert,dessert
181,Black currant Ice cream,Dessert,Veg,150.0,dessert,dessert
182,Spanish Delight Ice cream,Dessert,Veg,150.0,dessert,dessert
183,Choco Cruise Ice cream,Dessert,Veg,150.0,dessert,dessert
184,Gudbud Ice cream,Dessert,Veg,150.0,dessert,dessert
185,Black Lad Ice cream,Dessert,Veg,150.0,dessert,dessert
186,Love 20 Ice cream,Dessert,Veg,150.0,dessert,dessert
187,Strawberry Fruit Cream,Dessert,Veg,150.0,dessert,dessert
188,Mango Cream,Dessert,Veg,150.0,dessert,dessert
189,Lychee Cream,Dessert,Veg,150.0,dessert,dessert
190,Dry Fruit Cream,Dessert,Veg,150.0,dessert,dessert
191,Zaitoon Favaco,Dessert,Veg,150.0,dessert,dessert
192,Apple Cream,Dessert,Veg,150.0,dessert,dessert
193,Custard Apple Cream,Dessert,Veg,150.0,dessert,dessert
194,Fresh Cut Fruits,Dessert,Veg,150.0,dessert,dessert
195,Fruit Salad with Vannila Ice cream,Dessert,Veg,150.0,dessert,dessert
196,Veg Manchow Soup,Sides,Veg,150.0,sides,sides
197,Veg Hot & Sour Soup,Sides,Veg,150.0,sides,sides
198,Veg Cream of Tomato Soup,Sides,Veg,150.0,sides,sides
199,Veg Sweet corn Soup,Sides,Veg,150.0,sides,sides
200,Veg Green Mint Soup,Sides,Veg,150.0,sides,sides
201,Veg Tomato Ginger Soup,Sides,Veg,150.0,sides,sides
202,Cream of Mushroom Soup (Veg),Sides,Veg,150.0,sides,sides
203,Veg Cream Of Spinach Soup,Sides,Veg,150.0,sides,sides
204,Chicken Clear Soup,Sides,Non-Veg,150.0,sides,sides
205,Chicken Manchow Soup,Sides,Non-Veg,150.0,sides,sides
206,Chicken Sweet corn Soup,Sides,Non-Veg,150.0,sides,sides
207,Mutton Nalli Soup,Sides,Non-Veg,150.0,sides,sides
208,SeaFood Special Soup,Sides,Non-Veg,150.0,sides,sides
209,Tawa Mushakkal,Sides,Non-Veg,150.0,sides,sides
210,Tandoori Non Veg Platter (Half),Sides,Non-Veg,150.0,sides,sides
211,Seafood Platter (Half),Sides,Non-Veg,150.0,sides,sides
212,Special Tawa Platter (Full),Sides,Non-Veg,150.0,sides,sides
213,BBQ 5 in 1 Combo,Sides,Non-Veg,150.0,sides,sides
214,Special Tawa Platter (Half),Sides,Non-Veg,150.0,sides,sides
215,Seafood Platter (Full),Sides,Non-Veg,150.0,sides,sides
216,Tandoori Veg Platter (Half),Sides,Veg,150.0,sides,sides
217,Tandoori Veg Platter (Full),Sides,Veg,150.0,sides,sides
218,Dejaj Tikki Platter,Sides,Non-Veg,150.0,sides,sides
219,Paneer Tikka Platter (12 Pcs),Curry,Veg,150.0,curry,curry
220,Crispy Veg (Dry),Chinese,Veg,150.0,chinese,chinese
221,Cauliflower Chilli Gravy,Curry,Veg,150.0,curry,curry
222,Chilli Potato (Dry),Chinese,Veg,150.0,chinese,chinese
223,Crispy Cauliflower (Dry),Chinese,Veg,150.0,chinese,chinese
224,Baby corn Salt & Pepper (Dry),Chinese,Veg,150.0,chinese,chinese
225,Paneer Salt & Pepper (Dry),Curry,Veg,150.0,curry,curry
226,Mushroom Salt & Pepper (Dry),Chinese,Veg,150.0,chinese,chinese
227,Honey Chilli Potato,Chinese,Veg,150.0,chinese,chinese
228,Crispy Paneer (Dry),Curry,Veg,150.0,curry,curry
229,Crispy Baby corn,Chinese,Veg,150.0,chinese,chinese
230,Baby corn Manchurian (Dry),Chinese,Veg,150.0,chinese,chinese
231,Paneer Manchurian (Dry),Curry,Veg,150.0,curry,curry
232,Cauliflower Manchurian (Dry),Chinese,Veg,150.0,chinese,chinese
233,Baby corn Chilli (Dry),Chinese,Veg,150.0,chinese,chinese
234,Mushroom Manchurian (Dry),Chinese,Veg,150.0,chinese,chinese
235,Paneer Chilli (Dry),Curry,Veg,150.0,curry,curry
236,Mushroom Chilli (Dry),Chinese,Veg,150.0,chinese,chinese
237,Cauliflower Chilli (Dry),Chinese,Veg,150.0,chinese,chinese
238,Cauliflower Manchurian (Gravy),Curry,Veg,150.0,curry,curry
239,Baby corn Chilli (Gravy),Curry,Veg,150.0,curry,curry
240,Baby corn Manchurian (Gravy),Curry,Veg,150.0,curry,curry
241,Paneer Manchurian (Gravy),Curry,Veg,150.0,curry,curry
242,Paneer Chilli (Gravy),Curry,Veg,150.0,curry,curry
243,Mushroom Chilli (Gravy),Curry,Veg,150.0,curry,curry
244,Mushroom Manchurian (Gravy),Curry,Veg,150.0,curry,curry
245,Cauliflower Chilli (Gravy),Curry,Veg,150.0,curry,curry
246,Pepper Chicken Stick,Chinese,Non-Veg,150.0,chinese,chinese
247,Chicken Salt & Pepper (Dry),Chinese,Non-Veg,150.0,chinese,chinese
248,Chilli Chicken Roasted (Dry),Chinese,Non-Veg,150.0,chinese,chinese
249,Chicken Bell Pepper (Dry),Chinese,Non-Veg,150.0,chinese,chinese
250,Honey Chilli Chicken (Dry),Chinese,Non-Veg,150.0,chinese,chinese
251,Crispy Chicken (Dry),Chinese,Non-Veg,150.0,chinese,chinese
252,Zaitoon Special Chicken Lollipop (8 Pcs),Chinese,Non-Veg,150.0,chinese,chinese
253,Chilli Chicken (Dry),Chinese,Non-Veg,150.0,chinese,chinese
254,Chicken Manchurian (Dry),Chinese,Non-Veg,150.0,chinese,chinese
255,Mutton Schezwan Fried Rice,Chinese,Non-Veg,150.0,chinese,chinese
256,Mushroom Schezwan Fried Rice,Chinese,Veg,150.0,chinese,chinese
257,Paneer Schezwan Fried Rice,Curry,Veg,150.0,curry,curry
258,Prawn Schezwan Fried Rice,Chinese,Non-Veg,150.0,chinese,chinese
259,Veg Schezwan Fried Rice,Chinese,Veg,150.0,chinese,chinese
260,Paneer Fried Rice,Curry,Veg,150.0,curry,curry
261,Mushroom Fried Rice,Chinese,Veg,150.0,chinese,chinese
262,Olive Veg Fried Rice,Chinese,Veg,150.0,chinese,chinese
263,Egg Fried Rice,Chinese,Egg,150.0,chinese,chinese
264,Egg Schezwan Fried Rice,Chinese,Egg,150.0,chinese,chinese
265,Chicken Fried Rice,Chinese,Non-Veg,150.0,chinese,chinese
266,Chicken Schezwan Fried Rice,Chinese,Non-Veg,150.0,chinese,chinese
267,Chicken Triple Schezwan Fried Rice,Chinese,Non-Veg,150.0,chinese,chinese
268,Shanghai Chicken Fried Rice,Chinese,Non-Veg,150.0,chinese,chinese
269,Mutton Fried Rice,Chinese,Non-Veg,150.0,chinese,chinese
270,Prawns Fried Rice,Chinese,Non-Veg,150.0,chinese,chinese
271,Mixed Schezwan Fried Rice,Chinese,Non-Veg,150.0,chinese,chinese
272,Mixed Fried Rice,Chinese,Non-Veg,150.0,chinese,chinese
273,Olive Chicken Fried Rice,Chinese,Non-Veg,150.0,chinese,chinese
274,Olive Mixed Fired rice,Biryani,Non-Veg,150.0,biryani,biryani
275,Mutton Schezwan Noodle,Chinese,Non-Veg,150.0,chinese,chinese
276,Veg Schezwan Noodles,Chinese,Non-Veg,150.0,chinese,chinese
277,Egg Noodles,Chinese,Egg,150.0,chinese,chinese
278,Egg Schezwan Noodles,Chinese,Egg,150.0,chinese,chinese
279,Chicken Noodles,Chinese,Non-Veg,150.0,chinese,chinese
280,Chicken Schezwan Noodles,Chinese,Non-Veg,150.0,chinese,chinese
281,Mutton Noodles,Chinese,Non-Veg,150.0,chinese,chinese
282,Prawns Noodles,Chinese,Non-Veg,150.0,chinese,chinese
283,Prawns Schezwan Noodle,Chinese,Non-Veg,150.0,chinese,chinese
284,Mixed Noodles,Chinese,Non-Veg,150.0,chinese,chinese
285,Mixed Schezwan Noodles,Chinese,Non-Veg,150.0,chinese,chinese
286,Lamb Dry Fry Chilli (Dry),Starter,Non-Veg,150.0,starter,starter
287,Lamb Oyster Crispy (Dry),Chinese,Non-Veg,150.0,chinese,chinese
288,Lamb Pepper Salt (Dry),Chinese,Non-Veg,150.0,chinese,chinese
289,Crispy Lamb Honey (Dry),Chinese,Non-Veg,150.0,chinese,chinese
290,Fish Fingers (6 Pcs),Chinese,Non-Veg,150.0,chinese,chinese
291,Fish Salt & Pepper (Dry),Chinese,Non-Veg,150.0,chinese,chinese
292,Dragon Fish (Dry),Chinese,Non-Veg,150.0,chinese,chinese
293,Fish Chilli (Dry),Chinese,Non-Veg,150.0,chinese,chinese
294,Fish Manchurian (Dry),Chinese,Non-Veg,150.0,chinese,chinese
295,Dragon Prawns (Dry),Chinese,Non-Veg,150.0,chinese,chinese
296,Prawns Salt & Pepper (Dry),Chinese,Non-Veg,150.0,chinese,chinese
297,Pepper Chilli Prawns (Dry),Chinese,Non-Veg,150.0,chinese,chinese
298,Prawns Manchurian (Dry),Chinese,Non-Veg,150.0,chinese,chinese
299,Prawns Chilli (Dry),Chinese,Non-Veg,150.0,chinese,chinese
300,Butter Garlic Prawns (Dry),Chinese,Non-Veg,150.0,chinese,chinese
301,Chilli Chicken (Gravy),Curry,Non-Veg,150.0,curry,curry
302,Chicken Manchurian (Gravy),Curry,Non-Veg,150.0,curry,curry
303,Chicken in Garlic Sauce (Gravy),Curry,Non-Veg,150.0,curry,curry
304,Black Pepper Chicken (Gravy),Curry,Non-Veg,150.0,curry,curry
305,Fish Chilli (Gravy),Curry,Non-Veg,150.0,curry,curry
306,Fish Manchurian (Gravy),Curry,Non-Veg,150.0,curry,curry
307,Prawns Chilli (Gravy),Curry,Non-Veg,150.0,curry,curry
308,Prawns Manchurian (Gravy),Curry,Non-Veg,150.0,curry,curry
309,Darjeeling Salad,Sides,Veg,150.0,sides,sides
310,Chicken Hawaiian Salad,Sides,Non-Veg,150.0,sides,sides
311,Coleslaw Salad,Sides,Veg,150.0,sides,sides
312,Fattoush Salad,Sides,Veg,150.0,sides,sides
313,Veg Olive Salad,Sides,Veg,150.0,sides,sides
314,Eastern Olive Salad,Sides,Veg,150.0,sides,sides
315,Russian Salad,Sides,Veg,150.0,sides,sides
316,Hummus (Large),Sides,Veg,150.0,sides,sides
317,Green Salad (Full),Sides,Veg,150.0,sides,sides
318,Thoum Garlic Paste (Medium),Sides,Veg,150.0,sides,sides
319,Thoum Garlic Paste (Large),Sides,Veg,150.0,sides,sides
320,Hummus (Medium),Sides,Veg,150.0,sides,sides
321,Thoum Garlic Paste (Small),Sides,Veg,150.0,sides,sides
322,Green Salad (Half),Sides,Veg,150.0,sides,sides
323,Hummus (Small),Sides,Veg,150.0,sides,sides
324,Grill Chicken Mayonnaise Salad,Sides,Non-Veg,150.0,sides,sides
325,Zaitoon Special Salad,Sides,Veg,150.0,sides,sides
326,Grilled Babycorn,Sides,Veg,150.0,sides,sides
327,Grilled Mushroom,Sides,Veg,150.0,sides,sides
328,Grilled Paneer,Curry,Veg,150.0,curry,curry
329,Queso Stuffing Mushroom,Sides,Veg,150.0,sides,sides
330,Squid Meshwy,Sides,Non-Veg,150.0,sides,sides
331,Chicken Dejaj Meshwi (),Sides,Non-Veg,150.0,sides,sides
332,Chicken Dejaj Faa (6 Pcs),Sides,Non-Veg,150.0,sides,sides
333,Chicken Clope Meshwi,Sides,Non-Veg,150.0,sides,sides
334,Fish Samak Meshwi,Sides,Non-Veg,150.0,sides,sides
335,Prawns Rubiyan Meshwi,Sides,Non-Veg,150.0,sides,sides
336,Prawns Rubiyan Faa,Sides,Non-Veg,150.0,sides,sides
337,Queso Dejaj Makli Chicken,Sides,Non-Veg,150.0,sides,sides
338,Tawas Fish Fry,Starter,Non-Veg,150.0,starter,starter
339,Chicken Lebanese Dajaj Meshwi,Sides,Non-Veg,150.0,sides,sides
340,Tawa Prawns,Sides,Non-Veg,150.0,sides,sides
341,Fish Samak Clope Makli,Sides,Non-Veg,150.0,sides,sides
342,Chicken Mexican Dejaj meshwy (),Sides,Non-Veg,150.0,sides,sides
343,Chicken Green Pepper Kasab,Sides,Non-Veg,150.0,sides,sides
344,Chicken Sabanekh Dejaj Tikki (7 pcs),Sides,Non-Veg,150.0,sides,sides
345,Chicken Tawa Dejaj Roasted,Sides,Non-Veg,150.0,sides,sides
346,Chicken Dejaj Irani Tikki (7 pcs),Sides,Non-Veg,150.0,sides,sides
347,Chicken Hummus Bill Dejaj,Sides,Non-Veg,150.0,sides,sides
348,Chicken Mexican Dejaj Makli,Sides,Non-Veg,150.0,sides,sides
349,Chicken Dejaj Escalope,Sides,Non-Veg,150.0,sides,sides
350,Mutton Raan,Sides,Non-Veg,150.0,sides,sides
351,Mutton Mexican Laham  Kebab,Starter,Non-Veg,150.0,starter,starter
352,Chicken Mexican Dejaj Kebab,Starter,Non-Veg,150.0,starter,starter
353,Mutton Laham Meshwi,Sides,Non-Veg,150.0,sides,sides
354,Mutton Laham Tawa Ribs (4 pcs),Sides,Non-Veg,150.0,sides,sides
355,Mutton Laham Irani Kebab (4 pcs),Starter,Non-Veg,150.0,starter,starter
356,Mutton Laham Irani Tikki  (7 pcs),Sides,Non-Veg,150.0,sides,sides
357,Prawn Rainbow Rubian,Sides,Non-Veg,150.0,sides,sides
358,Prawn Rubian Clope Makli,Sides,Non-Veg,150.0,sides,sides
359,Crab Lollipop (6 Pcs),Sides,Non-Veg,150.0,sides,sides
360,Chicken BBQ Biryani (Half),Biryani,Non-Veg,150.0,biryani,biryani
361,Barbeque Chicken (Full)(8 Pcs),Sides,Non-Veg,150.0,sides,sides
362,Barbeque Chicken (Half)(4 Pcs),Sides,Non-Veg,150.0,sides,sides
363,Barbeque Chicken (Quarter Piece),Sides,Non-Veg,150.0,sides,sides
364,Chicken Alfaham Dajaj (Full)(8 Pcs),Sides,Non-Veg,150.0,sides,sides
365,Chicken Alfaham Dajaj (Half)(4 Pcs),Sides,Non-Veg,150.0,sides,sides
366,Chicken Alfaham Dajaj (Quarter Piece),Sides,Non-Veg,150.0,sides,sides
367,Pepper Barbeque Chicken (Full)(8 Pcs),Sides,Non-Veg,150.0,sides,sides
368,Pepper Barbeque Chicken (Half)(4 Pcs),Sides,Non-Veg,150.0,sides,sides
369,Pepper Chicken Barbeque (Quarter Piece),Sides,Non-Veg,150.0,sides,sides
370,Afghani Barbeque Chicken (Full)(8 Pcs),Sides,Non-Veg,150.0,sides,sides
371,Afghani Barbeque Chicken (Half)(4 Pcs),Sides,Non-Veg,150.0,sides,sides
372,Afghani Barbeque Chicken (Quarter Piece),Sides,Non-Veg,150.0,sides,sides
373,Moroccan Chicken Bbq (Full)(8 Pcs),Sides,Non-Veg,150.0,sides,sides
374,Moroccan Chicken Bbq (Half)(4 Pcs),Sides,Non-Veg,150.0,sides,sides
375,Moroccan Chicken Bbq (Quarter Piece),Sides,Non-Veg,150.0,sides,sides
376,Chicken Green Pepper Barbeque(Full)(8 Pcs),Sides,Non-Veg,150.0,sides,sides
377,Chicken Green Pepper Barbeque(Half)(4 Pcs),Sides,Non-Veg,150.0,sides,sides
378,Chicken Green Pepper Barbeque (Quarter Piece),Sides,Non-Veg,150.0,sides,sides
379,Zaitoon Special Bbq Chicken (Full)(4 Leg Pcs),Sides,Non-Veg,150.0,sides,sides
380,Zaitoon Special Chicken Bbq (Half)(2 Leg Pcs),Sides,Non-Veg,150.0,sides,sides
381,Grilled Chicken (Full)(8 Pcs),Sides,Non-Veg,150.0,sides,sides
382,Grilled Chicken (Half)(4 Pcs),Sides,Non-Veg,150.0,sides,sides
383,Boneless BBQ Fish,Sides,Non-Veg,150.0,sides,sides
384,Fish Kozi Samak,Sides,Non-Veg,150.0,sides,sides
385,Prawns Kozi Rubiyan,Sides,Non-Veg,150.0,sides,sides
386,Kozi Rice,Biryani,Non-Veg,150.0,biryani,biryani
387,Salted Lime Soda,Beverage,Veg,150.0,beverage,beverage
